X	Y	Z	Ni(%)			
1830.19	1074	49.01	0.319
1830.19	1074	48.3	2.36
1830.19	1074	47.3	0.231
1830.19	1074	46.3	0.427
1830.19	1074	45.3	0.57
1830.19	1074	44.3	1.2
1830.19	1074	43.35	1.275
1830.19	1074	42.35	0.784
1830.19	1074	41.3	0.703
1830.19	1074	40.3	0.438
1830.19	1074	39.3	0.406
1830.19	1074	38.23	0.374
1830.19	1074	37.23	0.245
1830.19	1074	36.3	0.251
1830.19	1074	35.3	0.187
1830.19	1074	34.47	0.15
1830.19	1074	33.77	1.145
1830.19	1074	33.1	0.806
1830.19	1074	32.47	1.04
1830.19	1074	31.7	1.185
1830.19	1074	31.02	1.075
1830.19	1074	30.3	1.125
1830.19	1074	29.3	1.085
1830.19	1074	28.3	1.075
1830.19	1074	27.3	1.03
1830.19	1074	26.3	1.005
1830.19	1074	25.3	1.025
1830.19	1074	24.3	1.675
1471.94	1150	77.76	0.528
1471.94	1150	76.76	0.588
1471.94	1150	75.95	0.548
1471.94	1150	75.3	0.638
1471.94	1150	74.61	0.856
1471.94	1150	73.69	0.801
1471.94	1150	72.79	0.371
1471.94	1150	71.86	0.708
1471.94	1150	70.76	0.815
1471.94	1150	69.76	0.68
1471.94	1150	68.76	0.39
1471.94	1150	67.76	0.438
1471.94	1150	66.74	0.589
1471.94	1150	65.72	0.482
1471.94	1150	64.75	0.304
1471.94	1150	63.86	0.581
1471.94	1150	63.06	0.546
1471.94	1150	41.64	0.566
1471.94	1150	40.84	0.491
1471.94	1150	38.59	0.497
1471.94	1150	37.76	0.395
1471.94	1150	36.59	0.499
1471.94	1150	35.34	0.601
1471.94	1150	34.01	0.317
1471.94	1150	32.76	0.304
1471.94	1150	31.76	0.775
1471.94	1150	30.76	0.635
1471.94	1150	29.76	0.538
1471.94	1150	28.76	0.424
1471.94	1150	27.76	0.375
1471.94	1150	26.66	0.545
1471.94	1150	25.59	0.843
1471.94	1150	24.69	1.3
1471.94	1150	23.76	1.475
1471.94	1150	22.76	1.74
1471.94	1150	21.76	1.39
1471.94	1150	20.76	1.415
1471.94	1150	19.76	1.324
1471.94	1150	18.76	1.316
1471.94	1150	17.76	1.546
1471.94	1150	16.57	1.717
2285.38	781	33.16	0.726
2192.25	696	25.02	0.63
2192.25	696	23.89	1.008
2192.25	696	22.64	0.948
2192.25	696	21.14	0.66
2192.25	696	19.89	0.439
2192.25	696	18.89	0.315
2192.25	696	17.91	1.18
2192.25	696	17.02	0.975
2192.25	696	16	0.566
2192.25	696	14.74	0.495
2158.13	591	21.44	0.578
2158.13	591	20.38	0.621
2158.13	591	19.49	0.534
2158.13	591	18.55	0.687
2158.13	591	17.55	0.703
2158.13	591	16.55	0.898
2066.25	1006	81.91	0.415
2066.25	1006	81.02	0.318
2066.25	1006	80.02	0.394
2066.25	1006	74.91	0.767
2066.25	1006	73.91	0.778
2066.25	1006	72.91	0.739
2066.25	1006	71.86	1.335
2066.25	1006	70.82	0.796
2066.25	1006	69.87	0.905
2066.25	1006	68.91	0.956
2066.25	1006	67.91	1.215
2066.25	1006	66.91	0.714
2066.25	1006	65.91	1.17
2066.25	1006	64.91	1.07
2066.25	1006	63.91	1.71
2066.25	1006	62.91	3.32
2066.25	1006	62.04	3.71
2066.25	1006	61.26	3.84
2066.25	1006	60.37	3.77
2066.25	1006	59.55	3.84
2066.25	1006	58.81	2.79
2066.25	1006	57.91	1.37
2066.25	1006	56.91	0.594
2066.25	1006	55.91	0.69
2066.25	1006	54.91	1.055
2066.25	1006	53.91	1.545
2066.25	1006	52.91	0.74
2066.25	1006	51.89	1.015
2066.25	1006	50.89	1.365
2066.25	1006	49.91	1.4
2066.25	1006	48.91	1.125
2066.25	1006	47.91	1.07
2066.25	1006	46.91	0.769
2066.25	1006	45.91	1.93
2066.25	1006	44.91	3.84
2066.25	1006	43.91	1.61
2066.25	1006	42.91	1.45
2066.25	1006	42.06	1.595
2066.25	1006	41.36	0.991
2066.25	1006	40.55	0.945
2066.25	1006	39.76	1.04
2066.25	1006	38.91	0.584
2066.25	1006	37.91	0.467
2066.25	1006	36.91	0.418
2066.25	1006	35.91	0.395
2066.25	1006	34.91	0.514
2066.25	1006	33.91	0.515
2066.25	1006	32.91	0.399
2066.25	1006	31.91	0.408
2066.25	1006	30.97	0.34
2066.25	1006	29.97	0.309
2066.25	1006	28.91	0.453
2066.25	1006	27.91	0.432
2066.25	1006	26.91	0.421
2066.25	1006	25.91	0.501
2066.25	1006	24.91	0.565
2066.25	1006	23.91	0.554
2066.25	1006	22.91	0.69
2066.25	1006	21.79	0.806
2066.25	1006	20.71	0.374
2066.25	1006	19.83	0.489
2066.25	1006	18.91	0.662
2066.25	1006	17.91	1.045
2066.25	1006	16.91	0.919
2066.25	1006	15.91	0.819
2066.25	1006	14.91	0.903
2066.25	1006	13.91	1.175
2066.25	1006	12.91	1.27
2202.88	1188	64.51	0.589
2202.88	1188	63.51	0.598
2202.88	1188	62.35	0.919
2202.88	1188	61.2	2.07
2202.88	1188	60.2	1.89
2202.88	1188	59.35	1.812
2202.88	1188	58.35	1.144
2202.88	1188	57.35	1
2202.88	1188	56.35	0.963
2202.88	1188	50.35	1.1
2202.88	1188	49.35	1.761
2202.88	1188	48.35	2.98
2202.88	1188	47.35	1.292
2202.88	1188	46.35	2.54
2202.88	1188	45.48	2.69
2202.88	1188	44.75	3
2202.88	1188	43.93	1.312
2202.88	1188	43.15	1.564
2202.88	1188	42.35	1.542
2202.88	1188	41.35	1.217
2202.88	1188	40.35	1.417
2202.88	1188	39.35	1.538
2202.88	1188	19.48	2.33
2202.88	1188	18.78	2.44
2202.88	1188	18.15	2.27
2202.88	1188	17.35	1.853
2202.88	1188	16.35	0.92
2202.88	1188	15.23	1.764
2202.88	1188	14.13	0.455
2202.88	1188	13.26	0.518
2202.88	1188	12.35	0.405
2202.88	1188	11.35	0.423
2202.88	1188	10.35	0.705
2202.88	1188	9.2	1.27
2079.25	1195	70.58	3.62
2079.25	1195	69.73	3.84
2079.25	1195	68.73	3.84
2079.25	1195	67.73	3.84
2079.25	1195	66.9	3.84
2079.25	1195	65.9	3.76
2079.25	1195	64.33	1.037
2079.25	1195	63.04	0.896
2079.25	1195	29.38	0.571
2079.25	1195	28.61	0.611
2079.25	1195	27.73	0.498
2079.25	1195	26.73	0.768
2079.25	1195	25.73	0.929
2079.25	1195	24.81	0.808
1968.63	1010	52.93	0.614
1968.63	1010	52.03	0.432
1968.63	1010	51.03	0.46
1968.63	1010	50.03	0.29
1968.63	1010	49.03	0.254
1968.63	1010	48.03	0.257
1968.63	1010	47.16	0.286
1968.63	1010	46.41	0.263
1968.63	1010	33.91	0.949
1968.63	1010	32.99	0.68
1968.63	1010	32.03	0.734
1968.63	1010	31.03	0.966
1968.63	1010	30.03	0.847
1968.63	1010	29.03	0.979
1968.63	1010	28.03	0.767
1968.63	1010	27.03	0.71
1968.63	1010	25.66	0.733
1968.63	1010	24.41	0.746
1968.63	1010	23.59	0.601
1968.63	1010	22.74	0.522
1968.63	1010	21.93	0.682
1968.63	1010	21.03	0.675
1968.63	1010	20.03	0.913
1968.63	1010	19.03	1.16
1968.63	1010	18.03	0.891
1968.63	1010	17.03	0.981
1968.63	1010	16.03	1.13
1968.63	1010	15.09	0.854
1968.63	1010	14.17	0.82
1968.63	1010	13.11	0.763
2203.63	1287	35.41	1.055
2203.63	1287	34.41	2.11
2203.63	1287	33.41	1.535
2203.63	1287	32.41	1.8
2203.63	1287	31.41	1.675
2203.63	1287	30.56	3.08
2203.63	1287	29.86	2.64
2203.63	1287	29.08	0.764
2203.63	1287	28.28	2.06
2203.63	1287	27.39	2.03
2203.63	1287	26.43	1.06
2203.63	1287	25.45	1.24
1873.94	1016	77.49	0.655
1873.94	1016	76.49	0.763
1873.94	1016	75.49	0.683
1873.94	1016	23.49	0.637
1873.94	1016	22.49	0.49
1873.94	1016	21.49	0.394
1792.81	1225	28.65	0.425
1792.81	1225	27.78	0.44
1792.81	1225	26.99	0.603
1792.81	1225	26.09	0.566
1792.81	1225	25.09	0.246
1792.81	1225	24.09	0.249
1792.81	1225	23.09	0.283
1792.81	1225	22.09	0.232
1792.81	1225	21.09	0.401
1792.81	1225	20.13	0.297
1792.81	1225	19.21	0.434
1792.81	1225	18.17	0.473
1792.81	1225	17.09	0.595
1792.81	1225	16.22	1.06
2209.94	1387	32.06	0.424
2209.94	1387	31.06	1.35
2209.94	1387	30.06	1.38
2209.94	1387	29.06	1.965
2209.94	1387	28.06	1.125
2209.94	1387	27.06	0.561
2209.94	1387	26.06	1.825
2209.94	1387	25.06	2.84
2209.94	1387	23.9	2.14
2209.94	1387	22.81	1.42
2209.94	1387	21.97	1.005
2209.94	1387	21.06	0.438
2209.94	1387	20.19	0.335
2209.94	1387	19.19	0.997
2209.94	1387	18.06	0.624
2209.94	1387	17.06	0.816
1162.06	1274	49.93	0.965
1162.06	1274	48.93	1.28
1162.06	1274	35.89	0.885
1162.06	1274	34.89	0.585
1162.06	1274	33.89	1.335
1162.06	1274	33.04	2.1
1162.06	1274	32.37	3.84
1162.06	1274	31.59	3.84
1162.06	1274	30.64	3.84
1162.06	1274	29.67	0.975
1162.06	1274	28.8	0.76
1162.06	1274	27.89	0.352
1162.06	1274	26.89	0.319
1162.06	1274	25.89	0.343
1162.06	1274	24.89	0.459
1162.06	1274	23.89	1.36
1162.06	1274	22.89	0.625
1162.06	1274	21.99	0.331
1162.06	1274	21.16	0.479
1162.06	1274	20.25	0.361
1162.06	1274	19.43	0.335
1162.06	1274	18.74	0.497
1162.06	1274	17.89	0.641
1162.06	1274	16.89	0.328
2309.56	1286	55.79	0.644
1022.63	986	82.08	0.544
1022.63	986	80.92	0.614
1022.63	986	79.92	0.743
1022.63	986	79.08	1.005
1022.63	986	78.08	0.872
1022.63	986	73.08	0.952
1022.63	986	72.08	1.17
1022.63	986	71.13	1.695
1022.63	986	67.45	0.827
1022.63	986	66.7	0.46
1022.63	986	65.95	0.56
1022.63	986	65.08	0.826
1022.63	986	64.08	1.215
1022.63	986	63	0.537
1022.63	986	61.85	0.54
1022.63	986	60.75	0.543
1022.63	986	59.76	0.356
1022.63	986	58.94	0.611
1022.63	986	48.08	0.447
1022.63	986	47.08	0.327
1022.63	986	46.08	0.248
1022.63	986	45.08	0.226
1022.63	986	44.08	0.178
1022.63	986	43.08	0.248
1022.63	986	41.98	0.247
1022.63	986	40.78	0.451
1022.63	986	39.72	0.516
1022.63	986	38.91	0.654
1022.63	986	38.08	0.363
1022.63	986	37.08	0.781
1022.63	986	36.08	0.446
504.5	632	76.44	0.539
504.5	632	75.44	0.595
504.5	632	74.38	0.616
504.5	632	73.38	0.834
504.5	632	72.38	0.65
504.5	632	71.38	0.441
504.5	632	62.38	0.527
504.5	632	61.38	0.613
504.5	632	60.38	0.588
504.5	632	59.38	0.555
504.5	632	58.33	0.452
504.5	632	57.23	0.486
504.5	632	56.16	0.42
504.5	632	55.21	0.576
504.5	632	54.33	0.413
504.5	632	53.38	0.077
504.5	632	52.38	1.28
504.5	632	51.38	1.8
504.5	632	50.38	0.732
504.5	632	49.38	0.489
504.5	632	48.38	0.244
504.5	632	47.44	0.256
504.5	632	46.5	0.672
504.5	632	45.44	0.607
504.5	632	44.38	0.793
504.5	632	43.38	0.638
504.5	632	42.38	0.591
504.5	632	41.38	0.566
504.5	632	40.38	1.13
504.5	632	39.38	1.13
504.5	632	38.38	1.49
504.5	632	37.48	1.4
504.5	632	36.67	0.884
504.5	632	35.8	1.34
504.5	632	34.98	1.81
504.5	632	34.25	1.92
504.5	632	33.38	2.12
504.5	632	32.38	1.8
504.5	632	31.38	1.03
504.5	632	30.38	0.576
504.5	632	29.38	0.441
504.5	632	28.38	0.369
504.5	632	27.33	1.075
504.5	632	26.32	0.677
504.5	632	25.37	0.542
504.5	632	24.38	0.731
504.5	632	23.38	0.578
504.5	632	22.38	0.419
504.5	632	21.38	0.421
504.5	632	20.38	0.592
504.5	632	19.38	0.586
504.5	632	18.38	0.528
504.5	632	17.5	0.476
504.5	632	16.72	0.456
504.5	632	15.83	0.409
504.5	632	14.86	1.4
2415.88	1369	21.2	1.125
2415.88	1369	20.2	1.04
2415.88	1369	19.2	1.385
618.06	722	72.18	0.335
618.06	722	71.18	0.342
618.06	722	70.18	0.459
618.06	722	69.18	0.477
618.06	722	68.18	0.381
618.06	722	67.34	0.326
618.06	722	66.66	0.348
618.06	722	66.01	0.401
618.06	722	65.18	0.827
618.06	722	64.18	1.138
618.06	722	63.18	0.772
618.06	722	62.18	0.487
618.06	722	61.18	0.553
618.06	722	57.93	0.874
618.06	722	56.85	0.589
618.06	722	56.03	0.471
618.06	722	55.18	0.435
618.06	722	54.18	0.287
618.06	722	53.18	0.203
618.06	722	52.33	0.422
618.06	722	51.33	0.441
618.06	722	50.18	0.378
618.06	722	49.18	0.453
618.06	722	48.31	1.014
618.06	722	47.56	1.094
618.06	722	46.73	0.748
618.06	722	45.91	0.901
618.06	722	45.11	0.767
618.06	722	44.18	1.068
618.06	722	43.18	0.854
618.06	722	42.18	0.555
618.06	722	41.18	0.534
618.06	722	40.18	0.602
618.06	722	39.18	0.486
618.06	722	38.2	0.513
618.06	722	37.22	0.583
618.06	722	36.21	1.494
618.06	722	35.18	2.28
618.06	722	34.18	1.774
618.06	722	33.18	0.876
618.06	722	32.18	3.26
618.06	722	31.18	1.7
618.06	722	30.18	2.68
618.06	722	29.08	0.549
618.06	722	27.89	0.784
618.06	722	26.82	1.189
618.06	722	25.96	1.306
618.06	722	25.13	1.562
618.06	722	24.18	1.86
618.06	722	23.18	1.986
1889	1216	25.75	0.758
1889	1216	24.85	0.793
1889	1216	23.95	0.613
1889	1216	22.95	2.32
1889	1216	21.95	1.666
1889	1216	20.95	0.77
1889	1216	19.95	0.397
1889	1216	18.95	0.426
1889	1216	17.95	0.978
1889	1216	16.95	0.76
1889	1216	16.15	2.13
1889	1216	15.44	1.08
494.38	833	55.58	0.323
494.38	833	54.58	0.866
494.38	833	53.5	0.97
494.38	833	52.5	0.978
494.38	833	51.5	0.68
494.38	833	50.5	0.435
494.38	833	49.5	0.304
494.38	833	48.65	0.298
494.38	833	47.95	0.209
494.38	833	47.25	0.536
494.38	833	46.32	0.49
494.38	833	45.25	0.702
494.38	833	44.38	0.844
494.38	833	43.43	1.017
494.38	833	42.43	0.307
494.38	833	41.5	0.441
494.38	833	40.5	0.348
494.38	833	39.5	0.503
494.38	833	38.5	0.478
494.38	833	37.6	0.464
494.38	833	21.5	0.963
494.38	833	20.5	0.706
494.38	833	13.65	0.621
494.38	833	12.95	2.85
494.38	833	12.05	3.84
494.38	833	10.93	3.84
494.38	833	10	0.547
494.38	833	9.33	0.243
1048.44	1183	63.3	0.236
1048.44	1183	62.33	0.322
1048.44	1183	61.33	0.372
1048.44	1183	60.22	0.666
1048.44	1183	59.05	0.534
1048.44	1183	58.07	0.621
1048.44	1183	57.25	0.303
1048.44	1183	56.3	0.328
1048.44	1183	46.3	1.17
1048.44	1183	45.3	1.064
1048.44	1183	44.3	0.326
1048.44	1183	43.34	0.831
1048.44	1183	42.4	1.268
1048.44	1183	41.36	1.393
1048.44	1183	40.3	0.511
1048.44	1183	39.3	0.425
1048.44	1183	38.3	0.288
1048.44	1183	37.3	0.762
1048.44	1183	36.3	1.04
1048.44	1183	35.3	1.08
1048.44	1183	34.25	1.366
1048.44	1183	33.07	1.196
1048.44	1183	31.98	1.218
1048.44	1183	31.11	1.436
1048.44	1183	30.25	1.488
1048.44	1183	29.3	1.131
1048.44	1183	28.3	1.085
1048.44	1183	27.3	1.035
1048.44	1183	26.3	2.41
1048.44	1183	25.3	2.69
1945.38	610	37.92	0.698
1945.38	610	36.92	0.506
1945.38	610	35.92	0.316
1945.38	610	34.92	0.265
1945.38	610	34.09	0.354
1945.38	610	33.28	0.538
1945.38	610	32.51	0.291
1945.38	610	31.82	1.199
1945.38	610	30.92	1.067
1945.38	610	29.92	0.57
1945.38	610	28.92	0.684
1945.38	610	27.92	0.576
1945.38	610	26.92	0.667
1945.38	610	25.92	0.536
1945.38	610	24.95	0.976
1945.38	610	24.01	3.06
1945.38	610	23.28	0.794
1945.38	610	22.72	1.534
1945.38	610	21.92	1.268
1945.38	610	20.92	1.066
1945.38	610	19.92	0.606
389.38	834	60.92	0.496
389.38	834	59.92	0.855
389.38	834	58.92	0.959
389.38	834	57.92	0.979
389.38	834	56.92	0.843
389.38	834	55.92	0.916
389.38	834	55.04	0.425
389.38	834	54.29	0.619
389.38	834	53.43	0.782
389.38	834	52.56	0.955
389.38	834	51.79	1.1
389.38	834	50.92	0.746
389.38	834	49.92	0.862
389.38	834	48.92	1.314
389.38	834	47.92	0.893
389.38	834	42.3	1.44
389.38	834	41.54	1.044
389.38	834	40.79	0.381
389.38	834	39.92	0.398
389.38	834	38.92	0.395
389.38	834	37.92	0.777
389.38	834	36.92	0.477
389.38	834	35.92	0.394
389.38	834	34.79	0.454
389.38	834	33.7	0.912
389.38	834	32.83	0.719
389.38	834	31.92	0.843
389.38	834	30.92	0.6
389.38	834	29.92	0.562
389.38	834	28.92	0.385
501.38	926	29.66	1.155
501.38	926	28.66	0.936
501.38	926	27.66	1.06
501.38	926	26.66	1.204
501.38	926	25.66	1.018
501.38	926	24.66	0.555
501.38	926	23.56	0.52
501.38	926	22.34	0.838
501.38	926	21.24	3.49
501.38	926	20.46	3.74
501.38	926	19.66	1.106
501.38	926	18.66	0.387
501.38	926	17.66	0.819
1148.13	1075	78.01	0.321
1148.13	1075	76.91	0.369
1148.13	1075	21.26	0.76
1148.13	1075	20.39	0.465
1148.13	1075	19.51	0.958
1148.13	1075	18.51	1.245
1148.13	1075	17.49	0.696
191.88	461	80.6	0.601
191.88	461	79.6	0.527
191.88	461	78.6	0.431
191.88	461	77.6	0.218
191.88	461	76.6	0.31
191.88	461	75.6	0.622
191.88	461	74.6	0.897
191.88	461	73.75	0.529
191.88	461	73.05	0.558
191.88	461	72.2	0.777
191.88	461	71.35	0.777
191.88	461	70.55	0.45
191.88	461	69.5	0.334
191.88	461	68.5	0.879
191.88	461	67.6	0.95
191.88	461	66.6	0.774
191.88	461	65.6	0.951
191.88	461	64.6	0.557
191.88	461	63.6	0.701
191.88	461	62.61	0.4
191.88	461	51.75	0.82
191.88	461	50.6	0.732
191.88	461	49.6	0.543
191.88	461	48.6	0.981
191.88	461	47.6	0.672
191.88	461	46.6	0.687
191.88	461	45.6	1.095
191.88	461	30.6	1.345
191.88	461	29.6	1.395
191.88	461	28.6	0.687
191.88	461	27.6	1.345
191.88	461	26.6	1.34
191.88	461	25.6	0.528
191.88	461	24.5	0.874
191.88	461	23.26	0.779
191.88	461	22.15	0.872
191.88	461	21.26	1.14
191.88	461	20.47	1.105
191.88	461	19.6	1.285
191.88	461	18.6	0.687
191.88	461	17.6	0.954
191.88	461	16.6	1.555
191.88	461	15.6	1.865
191.88	461	14.6	1.79
191.88	461	13.61	1.005
617.31	916	33.07	0.482
617.31	916	32.07	1.76
617.31	916	31.01	1.365
617.31	916	30.01	3.84
617.31	916	29.01	3.84
617.31	916	28.01	3.84
1266.69	1169	32.8	1.77
1266.69	1169	31.87	0.995
1266.69	1169	30.87	0.347
1266.69	1169	29.87	0.454
1266.69	1169	28.87	1.17
1266.69	1169	27.87	1.105
1266.69	1169	26.87	1.045
923.19	990	90.09	0.773
923.19	990	89.09	0.904
923.19	990	88.09	0.821
923.19	990	87.09	0.876
923.19	990	86.22	0.45
923.19	990	85.32	0.674
923.19	990	72.09	0.844
923.19	990	71.09	0.646
923.19	990	70.09	0.644
923.19	990	69.09	0.392
923.19	990	68.09	0.409
923.19	990	67.21	0.353
923.19	990	66.35	0.231
923.19	990	65.23	0.366
923.19	990	64.09	0.619
1466.69	1247	62.52	0.557
1466.69	1247	61.52	0.767
1466.69	1247	60.47	0.723
1466.69	1247	59.47	0.37
1466.69	1247	58.47	1.61
1466.69	1247	57.57	2.83
1466.69	1247	56.57	2.5
1466.69	1247	55.47	2.17
1466.69	1247	54.47	3.84
1466.69	1247	53.42	3.84
1466.69	1247	52.42	1.145
1466.69	1247	51.62	1.16
1466.69	1247	46.28	0.637
1466.69	1247	45.12	0.976
1466.69	1247	44.31	0.592
1466.69	1247	43.47	0.698
1466.69	1247	42.59	1.27
1466.69	1247	41.84	3.46
1466.69	1247	37.44	2.56
1466.69	1247	36.62	3.84
1466.69	1247	35.66	1.195
1466.69	1247	34.56	1.455
1466.69	1247	33.52	0.435
1466.69	1247	31.84	2.19
1466.69	1247	31.09	3.01
1466.69	1247	30.34	2.44
1466.69	1247	29.34	0.611
1466.69	1247	28.34	0.637
1466.69	1247	27.47	0.544
1466.69	1247	26.47	0.655
1466.69	1247	25.62	0.976
1466.69	1247	24.97	0.978
1466.69	1247	24.21	1.32
1466.69	1247	23.36	1.33
1466.69	1247	22.47	1.395
1466.69	1247	21.62	2.05
1466.69	1247	20.94	2.01
1466.69	1247	20.29	2.07
1466.69	1247	19.47	1.43
1466.69	1247	18.47	1.93
1466.69	1247	17.47	2.07
1466.69	1247	16.47	2.3
1463.06	1052	95.98	0.492
1463.06	1052	94.98	0.351
1463.06	1052	93.98	0.29
1463.06	1052	92.98	0.24
1463.06	1052	91.98	0.221
1463.06	1052	90.98	0.419
1463.06	1052	89.98	0.302
1463.06	1052	88.98	0.259
1463.06	1052	87.98	0.348
1463.06	1052	86.98	0.39
1787.94	728	70.34	0.361
1787.94	728	69.34	0.353
1787.94	728	68.29	0.322
1787.94	728	67.29	0.523
1787.94	728	66.41	0.448
1787.94	728	65.64	0.233
1787.94	728	63.04	0.428
1787.94	728	62.24	0.529
1787.94	728	61.29	0.4
1787.94	728	56.29	0.327
1787.94	728	55.29	0.285
1787.94	728	54.29	0.257
1787.94	728	53.11	0.356
1789.25	724	69.57	0.295
1789.25	724	68.57	0.474
1789.25	724	67.47	0.446
1789.25	724	66.47	0.474
1789.25	724	65.47	0.507
1789.25	724	64.47	0.483
1789.25	724	63.62	0.487
1789.25	724	62.78	0.487
1789.25	724	61.79	0.521
1789.25	724	55.47	0.276
1789.25	724	51.47	0.301
1787.44	726	62.5	0.308
1787.44	726	61.75	0.277
1787.44	726	60.87	0.282
1787.44	726	59.87	0.272
1787.44	726	58.87	0.383
1787.44	726	57.87	0.399
1787.44	726	51.87	0.303
1787.44	726	50.87	0.53
1791.5	726	69.65	0.234
1791.5	726	68.65	0.201
1791.5	726	67.54	0.158
1791.5	726	66.54	0.254
1791.5	726	65.54	0.246
1791.5	726	64.54	0.24
1791.5	726	60.54	0.211
1791.5	726	59.54	0.186
1791.5	726	58.51	0.362
1791.5	726	57.51	0.239
1791.5	726	51.54	0.288
1791.5	726	50.54	0.29
1791.5	726	49.54	0.991
1729.56	1129	15.69	0.698
1729.56	1129	14.69	0.593
1786.94	621	76.13	0.368
1791.31	621	74.79	0.379
1934.88	1063	29.35	0.812
1934.88	1063	28.35	0.826
1935.13	1059	31.9	0.642
1935.13	1059	31.12	0.516
1935.13	1059	30.22	0.503
1933.19	1060	33.09	0.263
1933.19	1060	31.99	0.545
1933.19	1060	30.99	0.664
1933.19	1060	29.99	0.521
1933.19	1060	28.99	0.51
1936.94	1061	66.01	0.423
1936.94	1061	65.01	0.398
1936.94	1061	29.66	0.264
1936.94	1061	28.91	0.244
1946.88	1360	21	0.552
1946.88	1360	20.23	0.708
1944.94	1356	25.31	0.848
1944.94	1356	24.31	0.713
1944.94	1356	23.31	0.567
1944.94	1356	22.31	1.02
1944.94	1356	21.31	1.91
1944.94	1356	20.31	0.964
1944.94	1356	19.31	0.905
1944.94	1356	18.46	0.382
1944.25	1359	27.89	0.447
1944.25	1359	26.89	0.724
1944.25	1359	25.87	0.55
1944.25	1359	24.87	1.715
1944.25	1359	23.87	1.715
1944.25	1359	22.87	0.605
1944.25	1359	21.87	0.463
1944.25	1359	20.87	0.487
1944.25	1359	19.87	0.598
1947.69	1357	24.77	0.823
1947.69	1357	23.77	0.715
1947.69	1357	22.77	0.493
1947.69	1357	21.77	0.421
1947.69	1357	20.77	0.56
1947.69	1357	19.77	1.21
1947.69	1357	18.77	1.315
1947.69	1357	17.77	0.522
2093.13	1248	47.37	0.561
2093.13	1248	46.37	0.549
2093.13	1248	45.37	0.573
2093.13	1248	44.37	1.695
2093.13	1248	43.37	0.647
2093.13	1248	42.37	0.372
2093.13	1248	41.37	0.54
2093.13	1248	32.02	0.817
2093.13	1248	31.27	0.598
2093.13	1248	30.37	1.315
2093.13	1248	29.37	0.6
2093.13	1248	28.37	0.571
2093.13	1248	27.37	1.13
2093.13	1248	26.37	1.02
2093.13	1248	25.37	0.468
2093.13	1248	24.37	0.78
2093.13	1248	23.37	0.718
2093.13	1248	22.37	1.18
2095.19	1244	20.58	0.838
2095.19	1244	19.58	0.787
2095.19	1244	18.58	1.41
2095.19	1244	17.58	2.31
2095.19	1244	16.58	3.03
2095.19	1244	15.58	3.06
2095.19	1244	14.58	1.79
2095.19	1244	13.58	1.09
2095.19	1244	12.58	0.53
2095.19	1244	11.58	0.832
2095.19	1244	10.58	2.21
2095.19	1244	9.58	3.56
2095.19	1244	8.73	3.3
2095.19	1244	7.98	1.865
2092.25	1246	48.99	0.785
2092.25	1246	47.99	0.927
2092.25	1246	46.99	1.105
2092.25	1246	15.87	0.481
2092.25	1246	14.99	0.667
2092.25	1246	13.93	1.03
2092.25	1246	12.93	2.14
2092.25	1246	11.99	3.84
2092.25	1246	10.99	3.56
2092.25	1246	9.99	3.4
2092.25	1246	8.99	3.27
2092.25	1246	7.99	2.2
2092.25	1246	6.99	0.677
2092.25	1246	5.99	0.852
2092.25	1246	4.99	2.01
2092.25	1246	3.99	1.775
2092.25	1246	2.99	1.28
2092.25	1246	1.99	1.315
2096	1246	24.93	0.657
2096	1246	23.93	0.319
2096	1246	22.93	1.005
2096	1246	21.93	0.949
2096	1246	20.93	0.739
2096	1246	19.93	0.6
2096	1246	18.93	0.933
2096	1246	17.93	0.856
2096	1246	16.93	0.808
2096	1246	15.93	1.095
2096	1246	14.93	1.335
2096	1246	13.93	1.565
2096	1246	12.93	1.505
2096	1246	11.93	1.55
2096	1246	10.93	1.63
2096	1246	9.93	1.555
2096	1246	8.93	1.715
2096	1246	7.78	0.513
2348.5	1077	48.14	0.548
2348.5	1077	47.19	0.615
2348.5	1077	46.19	0.678
2348.5	1077	45.19	0.722
2348.5	1077	44.19	0.717
2348.5	1077	43.04	0.359
2348.5	1077	42.04	0.313
2348.5	1077	41.19	0.284
2348.5	1077	40.19	0.323
2348.5	1077	39.19	0.328
2348.5	1077	38.19	0.279
2348.5	1077	37.19	0.387
2348.5	1077	36.19	0.303
2348.5	1077	35.19	0.507
2348.5	1077	34.19	0.509
2348.5	1077	33.19	0.415
2348.5	1077	32.19	0.33
2348.5	1077	31.19	0.311
2348.5	1077	30.19	0.333
2348.5	1077	29.19	0.299
2348.5	1077	28.19	0.346
2348.5	1077	27.04	0.319
2348.5	1077	25.79	1.19
2348.5	1077	24.74	1.765
2348.5	1077	23.94	0.479
2348.5	1077	23.14	0.341
2348.5	1077	22.19	0.497
2348.5	1077	21.19	0.586
2348.5	1077	20.19	0.526
2348.5	1077	19.19	0.642
2348.5	1077	18.19	0.595
2348.5	1077	17.19	0.776
2348.5	1077	15.19	1.22
2348.5	1077	14.19	1.245
2348.5	1077	13.34	1.28
2348.5	1077	12.59	1.455
2348.5	1077	11.69	0.606
2348.5	1077	10.68	0.63
2348.5	1077	9.78	1.17
2348.5	1077	9.04	0.978
2348.5	1073	48.55	0.528
2348.5	1073	47.67	0.491
2348.5	1073	46.67	0.386
2348.5	1073	45.67	0.287
2348.5	1073	44.67	0.41
2348.5	1073	43.67	0.346
2348.5	1073	42.67	0.306
